frame_id,total_correspondences,inlier_count,inlier_ratio,mean_error,median_error
0001_to_template,109,56,0.5137614678899083,0.026360658928751945,0.024417754262685776
0000_to_0001,113,67,0.5929203539823009,0.025998594239354134,0.026393361389636993
0002_to_0001,53,19,0.3584905660377358,0.030559103935956955,0.03610159829258919
